iter	RMSE
163	0.3778819324
164	0.3770863615
165	0.3763202066
166	0.3756166661
167	0.3750416597
168	0.3743932884
169	0.3738392019
170	0.3732283276
171	0.3724738423
172	0.3720160065
173	0.371427211
174	0.3706341691
175	0.3701169575
176	0.3694198023
177	0.3688168298
178	0.3680790603
179	0.367398405
180	0.3667144805
181	0.3659664422
182	0.3654636793
183	0.3648349084
184	0.3642730131
185	0.3636500829
186	0.3633114778
187	0.3630154974
188	0.3624416909
189	0.3618735348
190	0.3613928219
191	0.3608537107
192	0.3599268476
193	0.3592921393
194	0.3586286597
195	0.3581151259
196	0.3575129585
197	0.356927881
198	0.3563873925
199	0.3559149382
200	0.3552755863
201	0.3546152007
202	0.353995192
203	0.353565797
204	0.3531307512
205	0.3524865265
206	0.3519885944
207	0.3513956264
208	0.3511205275
209	0.3508739456
210	0.3502650935
211	0.3494347949
212	0.3489465112
213	0.348339244
214	0.3476716402
215	0.3470671686
216	0.3464973976
217	0.3460394655
218	0.3457745205
219	0.3451289417
220	0.3444970989
221	0.3439138005
222	0.3431045145
223	0.342446354
224	0.3415995698
225	0.3408490551
226	0.3403532767
227	0.3397034902
228	0.3390529438
229	0.3383589625
230	0.3375538894
231	0.3369737279
232	0.3365667238
233	0.336347281
234	0.3359035398
235	0.3353955034
236	0.3347914033
237	0.3342968502
238	0.3337994497
239	0.333088433
240	0.3323602434
241	0.3318756264
242	0.3310881726
243	0.3304003187
244	0.3300522162
245	0.3296453828
246	0.3291958069
247	0.3284329802
248	0.3279559429
249	0.327324604
250	0.3267288696
251	0.3262622116
252	0.3258410791
253	0.3252741874
254	0.3251748667
255	0.3247570346
256	0.3239636037
257	0.3233817641
258	0.3228510919
259	0.3223184657
260	0.3220001054
261	0.3217938899
262	0.3214999052
263	0.3212154544
264	0.3206962123
265	0.3200962904
266	0.3196634015
267	0.3192822253
268	0.3187174223
269	0.3182048328
270	0.317487503
271	0.3168809696
272	0.3159646631
273	0.3152967445
274	0.3148658197
275	0.3144148775
276	0.3135713353
277	0.3132146795
278	0.312754827
279	0.3124374156
280	0.3119895975
281	0.3115875142
282	0.3112068595
283	0.3107100179
284	0.3101784743
285	0.3096632933
286	0.3092383971
287	0.3089532381
288	0.3085907079
289	0.3081958645
290	0.3073889855
291	0.3068105509
292	0.3064734723
293	0.3061770112
294	0.3055268663
295	0.3050332659
296	0.3046306163
297	0.3039603903
298	0.3033501936
299	0.3028380907
300	0.3022258301
301	0.3015426087
302	0.3011281542
303	0.3005670524
304	0.3003049733
305	0.2999720733
306	0.2996120548
307	0.2992126337
308	0.2986894486
309	0.2982713957
310	0.2979481203
311	0.2971893302
312	0.296948778
313	0.2964339991
314	0.2956513859
315	0.2951144275
316	0.2949437575
317	0.2946050411
318	0.2940690172
319	0.2937403013
320	0.2931975525
321	0.2924258716
322	0.2918397583
323	0.2913972984
324	0.2909819838
325	0.2909306011
326	0.2904911657
327	0.2898604051
328	0.2893752923
329	0.2888690999
330	0.2884309957
331	0.2882271734
332	0.2878564458
333	0.2874082611
334	0.2868039447
335	0.2862847979
336	0.2856878213
337	0.2852957721
338	0.2848493311
339	0.2847384033
340	0.2842549502
341	0.2838700394
342	0.2834588604
343	0.2830956311
344	0.2826072705
345	0.2822822301
346	0.2817398601
347	0.2815088629
348	0.2809806883
349	0.2806373306
350	0.2802247133
351	0.279633867
352	0.2792661918
353	0.278953685
354	0.2786304943
355	0.2781988582
356	0.2778954193
357	0.2774337016
358	0.2770088511
359	0.27645753
360	0.2757358836
361	0.2754258103
362	0.2752383038
363	0.2748960763
364	0.2743420294
365	0.2740423705
366	0.2736330444
367	0.2732186227
368	0.2729085144
369	0.272547275
370	0.2722815961
371	0.2718474663
372	0.2715098184
373	0.2709084631
374	0.2705544886
375	0.2702420657
376	0.2698905763
377	0.2693990659
378	0.2690179783
379	0.2686577775
380	0.2682032766
381	0.2676654845
382	0.2672092685
383	0.2668678904
384	0.2664226943
385	0.2661225159
386	0.2657145717
387	0.265337232
388	0.2650719834
389	0.2649352156
390	0.2643249304
391	0.2640068165
392	0.263664373
393	0.2633610385
394	0.2629871196
395	0.262606654
396	0.2621966289
397	0.261949977
398	0.2616514844
399	0.2613502796
400	0.2610521537
401	0.2609284925
402	0.2606220565
403	0.260459963
404	0.2601707763
405	0.2597883816
406	0.2594203571
407	0.259367064
408	0.2586355955
409	0.2580042743
410	0.2576935929
411	0.2574877493
412	0.2570684423
413	0.2568144148
414	0.2565521083
415	0.2564030419
416	0.2562690332
417	0.2560064776
418	0.2557147573
419	0.2553711625
420	0.255016274
421	0.2548732847
422	0.2544343464
423	0.2539985949
424	0.2538742569
425	0.2536285911
426	0.2533235559
427	0.2531235595
428	0.2528832638
429	0.2525938651
430	0.2522613828
431	0.2518183782
432	0.2515433533
433	0.250988877
434	0.2506660342
435	0.2505093559
436	0.2501374041
437	0.2499543892
438	0.2495764397
439	0.2491503087
440	0.2489843898
441	0.2489056434
442	0.2485381177
443	0.2481289398
444	0.2477878228
445	0.2475991111
446	0.2472010238
447	0.2471104307
448	0.2469385898
449	0.2468049448
450	0.2464023785
451	0.2463318846
452	0.2459257767
453	0.2457393003
454	0.2454179791
455	0.2450189739
456	0.2445464142
457	0.2444122465
458	0.244116994
459	0.243661754
460	0.2433993778
461	0.2431983164
462	0.2427699745
463	0.2424440687
464	0.2418985538
465	0.2415251521
466	0.2410544759
467	0.2408294207
468	0.2405223152
469	0.2401644249
470	0.2401228828
471	0.2399939341
472	0.2396724115
473	0.2394633594
474	0.2391586399
475	0.2386505894
476	0.2385590001
477	0.2384037816
478	0.2380059084
479	0.2375922693
480	0.2374189707
481	0.2370390855
482	0.236673174
483	0.2362294078
484	0.2358429876
485	0.2356212849
486	0.2352948813
487	0.2347981894
488	0.2343901538
489	0.234141047
490	0.2339780445
491	0.233824781
492	0.2335777248
493	0.2332844285
494	0.2330387944
495	0.2327832481
496	0.2327071331
497	0.2324634799
498	0.2323064843
499	0.2318471343
500	0.2314671743
501	0.2310937815
502	0.2308899046
503	0.2306787322
504	0.2304159888
505	0.2300660378
506	0.2300316381
507	0.2298285302
508	0.2296156941
509	0.2291739561
510	0.2289178062
511	0.228875543
512	0.22865869
513	0.2284477183
514	0.2281915337
515	0.2278860219
516	0.2274154308
517	0.2271215158
518	0.2268821232
519	0.2266487789
520	0.226283751
521	0.2259164366
522	0.225777099
523	0.2257214694
524	0.2254321571
525	0.2251716519
526	0.2248390624
527	0.2245669761
528	0.2242347409
529	0.2240620796
530	0.2237466454
531	0.2234004223
532	0.2231767876
533	0.2229623276
534	0.2225519341
535	0.2221620562
536	0.2218002284
537	0.2214902623
538	0.2212995885
539	0.2210315296
540	0.2209560998
541	0.2206012332
542	0.2205223994
543	0.2202169551
544	0.219849641
545	0.2196057388
546	0.2193172511
547	0.2190611147
548	0.2186896498
549	0.2182435409
550	0.2180379304
551	0.2179410294
552	0.2176930497
553	0.2172990222
554	0.2169494266
555	0.2166794884
556	0.2164945956
557	0.2163138214
558	0.216028541
559	0.2156957559
560	0.2153841945
561	0.2152037972
562	0.2149392279
563	0.2146555191
564	0.2144822284
565	0.2141589625
566	0.2139537374
567	0.2137641437
568	0.2136711439
569	0.213243853
570	0.2131964527
571	0.2130355029
572	0.2127414196
573	0.2125805949
574	0.2123627297
575	0.2120358068
576	0.2116122811
577	0.2112955237
578	0.2111529058
579	0.2109263659
580	0.2105133507
581	0.2101918042
582	0.2099214161
583	0.2097233937
584	0.209398795
585	0.2092999956
586	0.2091681267
587	0.2089017389
588	0.2087117629
589	0.2084219907
590	0.2082082999
591	0.2079414275
592	0.2076243233
593	0.2075340878
594	0.2073416807
595	0.2070679844
596	0.2066733352
597	0.2065255921
598	0.2061560627
599	0.2059554048
600	0.2055871966
601	0.205459695
602	0.2052567715
603	0.2050367026
604	0.2048440441
605	0.2045992119
606	0.2044024665
607	0.2041372781
608	0.2038182129
609	0.2036086885
610	0.2033108488
611	0.2032852371
612	0.2031161915
613	0.2027264766
614	0.2024016093
615	0.2022489303
616	0.2020271731
617	0.2015859741
618	0.201461832
619	0.2011649915
620	0.2009924716
621	0.2009043456
622	0.2007517522
623	0.2005078213
624	0.2001766993
625	0.2000614249
626	0.1998306078
627	0.1996933947
628	0.1996366327
629	0.1994895459
630	0.1992638366
631	0.1991244622
632	0.1990656863
633	0.1987602507
634	0.1986340197
635	0.1983967148
636	0.1981983309
637	0.1979435822
638	0.1977838093
639	0.1975903879
640	0.1975265995
641	0.1974884036
642	0.1973141576
643	0.197174568
644	0.1969819072
645	0.1968420454
646	0.1967786308
647	0.1965064027
648	0.1964083313
649	0.1961984205
650	0.1961055999
651	0.1958042237
652	0.1956201788
653	0.1953742381
654	0.1953218426
655	0.1951381018
656	0.1949493895
657	0.1947890016
658	0.1944953595
659	0.1942347704
660	0.1939634469
661	0.1939342578
662	0.1937071449
663	0.1935423857
664	0.1932362774
665	0.1930168589
666	0.1927029861
667	0.192670483
668	0.1925967659
669	0.1922843734
670	0.1921471242
671	0.1919172957
672	0.191769472
673	0.1915500957
674	0.1912959785
675	0.191267178
676	0.1910339461
677	0.1908116076
678	0.1905350872
679	0.1903107566
680	0.1901654741
681	0.1900270519
682	0.1897258185
683	0.1894565144
684	0.1892286312
685	0.189056725
686	0.1890386018
687	0.1889271155
688	0.1887220249
689	0.1885511285
690	0.1884542334
691	0.1882396172
692	0.187988676
693	0.1876961093
694	0.1876250504
695	0.1873437557
696	0.1870914363
697	0.1868606343
698	0.1866689089
699	0.1865318906
700	0.1864548847
701	0.1861867177
702	0.185987571
703	0.1857976478
704	0.1853642059
705	0.1853380556
706	0.185177089
707	0.1849371403
708	0.1847422118
709	0.1844569816
710	0.1843196289
711	0.1842639824
712	0.1840405895
713	0.1838990379
714	0.1837309631
715	0.1833394605
716	0.1831426305
717	0.1828932989
718	0.1826612533
719	0.1824123915
720	0.1820738018
721	0.1818931758
722	0.1815012606
723	0.1813787773
724	0.1812483304
725	0.1810711413
726	0.1809193853
727	0.1807289334
728	0.1805746157
729	0.1803220818
730	0.1802997974
731	0.1801765667
732	0.1799115809
733	0.1798578538
734	0.1796245719
735	0.1793991404
736	0.1791722198
737	0.1789358573
738	0.178534628
739	0.178504051
740	0.1782980686
741	0.1779209313
742	0.1776228127
743	0.1775046605
744	0.1772516899
745	0.1770436439
746	0.1769677451
747	0.1768656536
748	0.1765957568
749	0.1764622005
750	0.1763782765
751	0.1762672577
752	0.1762466839
753	0.1760479235
754	0.1758928785
755	0.1758225887
756	0.1756393796
757	0.1754595289
758	0.1752362745
759	0.1750427617
760	0.1747785559
761	0.1747217553
762	0.1745669002
763	0.1743544494
764	0.174186126
765	0.174047733
766	0.1738260904
767	0.1735366346
768	0.1734247802
769	0.1732755637
770	0.1729938793
771	0.1727529747
772	0.172635522
773	0.1724247749
774	0.1721292461
775	0.1718180237
776	0.1717412907
777	0.17165373
778	0.171610373
779	0.1713738457
780	0.1711764416
781	0.1710980938
782	0.1710046917
783	0.1709699402
784	0.1707461935
785	0.1705672379
786	0.1704014308
787	0.1703162183
788	0.1701727387
789	0.1699982259
790	0.1697127761
791	0.169588554
792	0.1694906171
793	0.1692880762
794	0.1691533979
795	0.1689867518
796	0.1689698467
797	0.1687351912
798	0.168554817
799	0.1683398821
800	0.1682744681
801	0.168198275
802	0.1681087467
803	0.1678848104
804	0.1676792697
805	0.1675038459
806	0.1673947998
807	0.1672091508
808	0.1670142046
809	0.1669104028
810	0.1667750112
811	0.16658274
812	0.1663975381
813	0.1662425759
814	0.1660613397
815	0.1658918796
816	0.1657028411
817	0.1654950825
818	0.1653512086
819	0.1651972776
820	0.1648947357
821	0.1646969052
822	0.1645119829
823	0.164276281
824	0.1640918331
825	0.1638800203
826	0.1636420485
827	0.1635228967
828	0.1634025805
829	0.1633308625
830	0.1631669284
831	0.1629379726
832	0.162720314
833	0.1626640603
834	0.1624861584
835	0.1622499284
836	0.1622013541
837	0.162104822
838	0.1617585334
839	0.1615062522
840	0.1614800101
841	0.1613729291
842	0.1611917106
843	0.1611684445
844	0.1611230139
845	0.1611053822
846	0.1609745931
847	0.1609368061
848	0.1607668807
849	0.1605243264
850	0.1603573269
851	0.1603406001
852	0.1600922737
853	0.1599357926
854	0.1598198909
855	0.1595862922
856	0.1595515256
857	0.159521447
858	0.1594491869
859	0.1592882304
860	0.1589996155
861	0.1589309798
862	0.1587743596
863	0.1587519599
864	0.1586164881
865	0.1584002888
866	0.1582962645
867	0.1581000369
868	0.157989024
869	0.1578643157
870	0.1576978082
871	0.1574742339
872	0.157285024
873	0.1572319438
874	0.1570993579
875	0.1569638535
876	0.1567895046
877	0.1567024156
878	0.1566282218
879	0.1564710506
880	0.1563488129
881	0.1562288036
882	0.1561513308
883	0.1558991234
884	0.1555202575
885	0.1553734778
886	0.1552052308
887	0.1551506787
888	0.1549071284
889	0.1547133049
890	0.1545991363
891	0.1545374943
892	0.1544959352
893	0.1543365252
894	0.1542452657
895	0.1541129303
896	0.1540364782
897	0.1538028021
898	0.1537692311
899	0.153549328
900	0.1533740518
901	0.1531780737
902	0.153013473
903	0.1527957899
904	0.1525927733
905	0.1524320471
906	0.152317543
907	0.1522490307
908	0.1521075226
909	0.1519720633
910	0.1519580467
911	0.1518087978
912	0.151670401
913	0.1514916227
914	0.1513929437
915	0.1513476125
916	0.1512123194
917	0.1510774589
918	0.1509592117
919	0.1508047704
920	0.1506484334
921	0.1505490882
922	0.1504253539
923	0.1503915676
924	0.15014717
925	0.1500454168
926	0.1498850063
927	0.1497505664
928	0.1496469352
929	0.1495500547
930	0.1494462831
931	0.1491891286
932	0.1490523122
933	0.1487906319
934	0.1486816949
935	0.1486645827
936	0.1486409145
937	0.1485549813
938	0.1483837573
939	0.1482448135
940	0.148094115
941	0.1480530337
942	0.1478937672
943	0.1477996373
944	0.1475763798
945	0.1473895694
946	0.1472914288
947	0.1470910377
948	0.1470383789
949	0.1469356323
950	0.1467986701
951	0.1467002915
952	0.1464798988
953	0.1463079103
954	0.1461635393
955	0.1459603171
956	0.1459119717
957	0.1456931499
958	0.1455853738
959	0.1455649608
960	0.1454717501
961	0.1453141985
962	0.1452079395
963	0.1451694344
964	0.1450801051
965	0.1450121357
966	0.1448879373
967	0.1448369531
968	0.1447894228
969	0.1446279366
970	0.1445807945
971	0.1445073768
972	0.1444033127
973	0.1442677706
974	0.1442242503
975	0.1442070318
976	0.1441591864
977	0.14406266
978	0.1438835968
979	0.1437835588
980	0.143665061
981	0.1436219826
982	0.1436074386
983	0.1434046324
984	0.1432007678
985	0.1431104948
986	0.142985708
987	0.1428388503
988	0.1427400881
989	0.1425502995
990	0.1425228967
991	0.1423821623
992	0.1421240531
993	0.1419819922
994	0.1418281198
995	0.1417852952
996	0.1416925232
997	0.1416125571
998	0.141366177
999	0.1412440602
