iter	Passed	Remaining
402	13068	19359
403	13101	19327
404	13133	19295
405	13166	19263
406	13200	19232
407	13242	19213
408	13283	19194
409	13324	19174
410	13355	19139
411	13386	19105
412	13432	19091
413	13475	19073
414	13509	19043
415	13544	19014
416	13582	18989
417	13614	18956
418	13646	18922
419	13677	18887
420	13711	18857
421	13754	18838
422	13788	18808
423	13824	18779
424	13849	18737
425	13876	18697
426	13903	18656
427	13924	18609
428	13948	18565
429	13973	18522
430	14000	18483
431	14024	18439
432	14046	18394
433	14070	18349
434	14095	18307
435	14116	18261
436	14140	18217
437	14161	18171
438	14183	18124
439	14206	18081
440	14227	18034
441	14249	17989
442	14271	17944
443	14295	17901
444	14317	17856
445	14339	17811
446	14361	17767
447	14385	17725
448	14411	17685
449	14435	17643
450	14459	17601
451	14490	17568
452	14516	17528
453	14544	17491
454	14566	17448
455	14588	17403
456	14609	17358
457	14631	17315
458	14657	17276
459	14682	17235
460	14709	17197
461	14735	17159
462	14763	17122
463	14786	17080
464	14810	17040
465	14834	16999
466	14858	16957
467	14880	16914
468	14902	16872
469	14924	16830
470	14948	16789
471	14969	16745
472	14992	16703
473	15014	16661
474	15037	16620
475	15060	16578
476	15084	16539
477	15109	16500
478	15131	16458
479	15153	16416
480	15175	16374
481	15199	16335
482	15223	16295
483	15246	16254
484	15274	16219
485	15304	16186
486	15328	16146
487	15350	16105
488	15374	16066
489	15398	16027
490	15423	15988
491	15446	15949
492	15469	15909
493	15496	15872
494	15526	15839
495	15553	15804
496	15578	15766
497	15601	15726
498	15624	15686
499	15650	15650
500	15675	15613
501	15703	15578
502	15732	15544
503	15757	15507
504	15783	15470
505	15809	15434
506	15833	15396
507	15857	15357
508	15883	15321
509	15905	15282
510	15928	15242
511	15951	15204
512	15976	15166
513	16002	15130
514	16028	15094
515	16054	15059
516	16080	15023
517	16107	14987
518	16133	14951
519	16155	14912
520	16178	14874
521	16203	14837
522	16223	14796
523	16246	14758
524	16267	14718
525	16290	14680
526	16321	14649
527	16346	14612
528	16368	14573
529	16389	14534
530	16412	14496
531	16434	14457
532	16456	14418
533	16478	14379
534	16504	14344
535	16529	14309
536	16562	14279
537	16587	14244
538	16609	14205
539	16635	14171
540	16664	14138
541	16694	14107
542	16726	14077
543	16756	14045
544	16781	14010
545	16803	13972
546	16826	13934
547	16849	13897
548	16873	13861
549	16899	13826
550	16925	13792
551	16952	13758
552	16978	13724
553	17003	13688
554	17026	13651
555	17048	13613
556	17070	13576
557	17095	13541
558	17117	13503
559	17141	13468
560	17165	13432
561	17188	13396
562	17213	13361
563	17235	13324
564	17259	13288
565	17282	13251
566	17305	13215
567	17327	13178
568	17349	13141
569	17371	13104
570	17394	13068
571	17415	13031
572	17437	12994
573	17459	12957
574	17484	12923
575	17529	12903
576	17560	12873
577	17587	12840
578	17613	12807
579	17639	12773
580	17666	12740
581	17693	12707
582	17714	12670
583	17737	12634
584	17760	12599
585	17788	12567
586	17817	12535
587	17847	12505
588	17874	12472
589	17903	12441
590	17932	12409
591	17958	12376
592	17983	12342
593	18006	12307
594	18028	12271
595	18052	12236
596	18075	12201
597	18096	12165
598	18118	12129
599	18140	12093
600	18163	12058
601	18186	12023
602	18210	11989
603	18232	11954
604	18255	11918
605	18277	11883
606	18300	11848
607	18324	11814
608	18348	11780
609	18372	11746
610	18394	11711
611	18418	11676
612	18441	11642
613	18468	11610
614	18492	11576
615	18538	11556
616	18570	11527
617	18601	11497
618	18628	11466
619	18655	11434
620	18685	11404
621	18726	11380
622	18764	11354
623	18789	11321
624	18814	11288
625	18838	11255
626	18863	11221
627	18892	11191
628	18923	11161
629	18959	11135
630	18998	11110
631	19040	11086
632	19068	11055
633	19092	11022
634	19118	10989
635	19140	10954
636	19164	10921
637	19190	10888
638	19216	10856
639	19242	10824
640	19266	10790
641	19289	10756
642	19313	10723
643	19337	10689
644	19361	10656
645	19387	10624
646	19415	10593
647	19444	10562
648	19474	10532
649	19500	10500
650	19527	10468
651	19563	10441
652	19597	10413
653	19628	10384
654	19659	10355
655	19694	10327
656	19730	10300
657	19768	10274
658	19804	10247
659	19835	10218
660	19864	10187
661	19895	10158
662	19924	10127
663	19951	10096
664	19998	10074
665	20021	10041
666	20048	10009
667	20071	9975
668	20098	9944
669	20123	9911
670	20146	9878
671	20174	9846
672	20206	9817
673	20245	9792
674	20287	9767
675	20329	9743
676	20371	9719
677	20405	9691
678	20430	9658
679	20453	9625
680	20478	9592
681	20503	9560
682	20534	9530
683	20565	9500
684	20601	9473
685	20629	9442
686	20652	9409
687	20677	9377
688	20700	9343
689	20723	9310
690	20751	9279
691	20777	9247
692	20808	9218
693	20837	9187
694	20869	9158
695	20902	9130
696	20945	9105
697	20988	9080
698	21030	9055
699	21073	9031
700	21117	9007
701	21155	8980
702	21201	8957
703	21228	8925
704	21260	8896
705	21291	8866
706	21323	8837
707	21359	8809
708	21391	8780
709	21422	8749
710	21452	8719
711	21486	8691
712	21516	8660
713	21542	8629
714	21571	8598
715	21599	8567
716	21635	8539
717	21662	8508
718	21690	8476
719	21716	8445
720	21742	8413
721	21765	8380
722	21789	8347
723	21812	8315
724	21840	8284
725	21876	8256
726	21920	8231
727	21972	8209
728	22002	8179
729	22026	8146
730	22051	8114
731	22088	8087
732	22118	8056
733	22142	8024
734	22165	7991
735	22189	7959
736	22214	7927
737	22239	7895
738	22265	7863
739	22290	7831
740	22326	7803
741	22361	7775
742	22402	7749
743	22446	7723
744	22486	7696
745	22527	7670
746	22556	7639
747	22594	7612
748	22636	7585
749	22674	7558
750	22710	7529
751	22738	7498
752	22767	7468
753	22797	7437
754	22820	7405
755	22850	7374
756	22876	7343
757	22909	7314
758	22937	7283
759	22982	7257
760	23019	7229
761	23054	7200
762	23097	7174
763	23138	7147
764	23184	7122
765	23231	7096
766	23275	7070
767	23318	7044
768	23361	7017
769	23411	6993
770	23454	6966
771	23499	6940
772	23542	6913
773	23583	6886
774	23620	6857
775	23662	6830
776	23703	6802
777	23745	6775
778	23791	6749
779	23834	6722
780	23877	6695
781	23909	6665
782	23943	6635
783	23973	6604
784	24013	6576
785	24047	6547
786	24083	6518
787	24116	6488
788	24156	6460
789	24235	6442
790	24295	6419
791	24342	6392
792	24391	6367
793	24447	6342
794	24531	6325
795	24667	6321
796	24731	6299
797	24804	6278
798	24831	6246
799	24853	6213
800	24883	6181
801	24921	6152
802	24949	6120
803	24983	6090
804	25029	6063
805	25056	6030
806	25083	5998
807	25111	5967
808	25136	5934
809	25160	5901
810	25185	5869
811	25212	5837
812	25252	5808
813	25293	5779
814	25329	5749
815	25366	5719
816	25407	5691
817	25434	5658
818	25477	5630
819	25515	5601
820	25548	5570
821	25578	5538
822	25608	5507
823	25639	5476
824	25666	5444
825	25693	5412
826	25720	5380
827	25750	5349
828	25776	5317
829	25802	5284
830	25828	5252
831	25854	5220
832	25880	5188
833	25906	5156
834	25932	5124
835	25960	5092
836	25989	5061
837	26021	5030
838	26050	4998
839	26075	4966
840	26100	4934
841	26126	4902
842	26152	4870
843	26181	4839
844	26214	4808
845	26240	4776
846	26264	4744
847	26293	4712
848	26327	4682
849	26365	4652
850	26406	4623
851	26450	4594
852	26486	4564
853	26514	4532
854	26539	4500
855	26565	4469
856	26592	4437
857	26618	4405
858	26646	4373
859	26672	4342
860	26698	4310
861	26724	4278
862	26751	4246
863	26776	4214
864	26803	4183
865	26829	4151
866	26862	4120
867	26890	4089
868	26917	4057
869	26943	4026
870	26970	3994
871	26995	3962
872	27021	3930
873	27054	3900
874	27081	3868
875	27105	3836
876	27130	3805
877	27159	3773
878	27200	3744
879	27242	3714
880	27284	3685
881	27327	3656
882	27375	3627
883	27420	3598
884	27468	3569
885	27515	3540
886	27558	3510
887	27605	3481
888	27657	3453
889	27682	3421
890	27708	3389
891	27747	3359
892	27796	3330
893	27842	3301
894	27885	3271
895	27929	3241
896	27970	3211
897	28015	3182
898	28066	3153
899	28108	3123
900	28152	3093
901	28201	3064
902	28244	3033
903	28285	3003
904	28325	2973
905	28363	2942
906	28406	2912
907	28438	2881
908	28467	2849
909	28495	2818
910	28520	2786
911	28548	2754
912	28588	2724
913	28623	2693
914	28655	2662
915	28682	2630
916	28707	2598
917	28737	2566
918	28776	2536
919	28814	2505
920	28857	2475
921	28896	2444
922	28925	2413
923	28964	2382
924	29001	2351
925	29033	2320
926	29071	2289
927	29116	2259
928	29162	2228
929	29203	2198
930	29246	2167
931	29293	2137
932	29332	2106
933	29374	2075
934	29413	2044
935	29438	2012
936	29462	1980
937	29487	1949
938	29514	1917
939	29538	1885
940	29562	1853
941	29586	1821
942	29611	1789
943	29638	1758
944	29666	1726
945	29694	1695
946	29719	1663
947	29747	1631
948	29769	1599
949	29796	1568
950	29826	1536
951	29863	1505
952	29900	1474
953	29935	1443
954	29967	1412
955	30003	1380
956	30034	1349
957	30059	1317
958	30086	1286
959	30109	1254
960	30133	1222
961	30158	1191
962	30189	1159
963	30214	1128
964	30241	1096
965	30281	1065
966	30315	1034
967	30342	1003
968	30372	971
969	30403	940
970	30431	908
971	30496	878
972	30567	848
973	30631	817
974	30678	786
975	30724	755
976	30772	724
977	30819	693
978	30863	662
979	30908	630
980	30944	599
981	30976	567
982	31006	536
983	31036	504
984	31069	473
985	31099	441
986	31122	409
987	31147	378
988	31172	346
989	31204	315
990	31236	283
991	31264	252
992	31306	220
993	31350	189
994	31387	157
995	31425	126
996	31469	94
997	31514	63
998	31554	31
999	31592	0
